,Customer ID,Loan Sanction Amount (USD)
9057,C-33175,69990.56
9058,C-10801,27079.984
9059,C-45406,1689.5177
9060,C-45210,4266.1597
9061,C-33334,69571.12
9062,C-15360,12066.989
9063,C-6626,31509.729
9064,C-43926,1440.9083
9065,C-12728,25881.129
9066,C-31879,-705.66364
9067,C-21740,1621.1836
9068,C-11208,10014.522
9069,C-47271,3700.496
9070,C-19678,25822.54
9071,C-37742,45793.52
9072,C-26535,50364.05
9073,C-7981,117565.66
9074,C-19469,42683.113
9075,C-45495,15969.9375
9076,C-30206,63707.633
9077,C-42055,4477.604
9078,C-358,29153.057
9079,C-848,-2065.0396
9080,C-37697,12791.821
9081,C-8063,73469.89
9082,C-6018,55394.027
9083,C-29511,19445.62
9084,C-9029,21048.979
9085,C-47879,42984.98
9086,C-35772,35282.62
9087,C-6336,57510.016
9088,C-6141,54343.336
9089,C-3857,24735.312
9090,C-24626,37058.47
9091,C-8973,11605.045
9092,C-3491,66714.22
9093,C-35631,44939.98
9094,C-32915,80372.11
9095,C-38335,41792.28
9096,C-21503,57417.87
9097,C-36622,812.44385
9098,C-344,23721.104
9099,C-33876,43644.332
9100,C-37743,23199.467
9101,C-35233,45713.188
9102,C-47668,8434.8125
9103,C-30580,86670.305
9104,C-44639,26137.059
9105,C-3597,65845.76
9106,C-16615,108532.41
9107,C-33547,29577.35
9108,C-2812,50060.81
9109,C-31466,25065.479
9110,C-7853,59620.516
9111,C-17390,95390.06
9112,C-13895,123819.5
9113,C-791,96878.15
9114,C-45126,-2332.0222
9115,C-18253,55237.293
9116,C-15233,20242.02
9117,C-8464,38302.395
9118,C-16248,107452.74
9119,C-8572,26248.104
9120,C-36110,55044.305
9121,C-44606,739.5097
9122,C-44188,19972.03
9123,C-15095,29251.705
9124,C-9770,-1324.102
9125,C-49164,4130.768
9126,C-22909,17811.676
9127,C-4247,13626.971
9128,C-21985,31692.729
9129,C-48739,1947.1421
9130,C-12270,27456.664
9131,C-33481,106943.414
9132,C-48296,43368.066
9133,C-28125,33619.383
9134,C-42052,4091.5923
9135,C-32304,58126.35
9136,C-36499,26511.338
9137,C-48149,46910.918
9138,C-29292,13083.874
9139,C-3303,178928.81
9140,C-26139,42614.613
9141,C-2781,132444.69
9142,C-19133,93394.055
9143,C-19390,19094.049
9144,C-25546,70232.234
9145,C-35625,21558.094
9146,C-34844,41180.23
9147,C-38043,76056.4
9148,C-1848,37407.324
9149,C-16222,31321.09
9150,C-40099,123257.766
9151,C-47770,26239.814
9152,C-41234,100407.98
9153,C-25442,106845.055
9154,C-11896,97363.04
9155,C-28857,64162.56
9156,C-24888,27809.488
9157,C-48102,3759.747
9158,C-25383,27266.854
9159,C-788,39900.082
9160,C-3722,15392.649
9161,C-5433,19306.17
9162,C-6302,16324.847
9163,C-5595,78316.305
9164,C-33284,25318.734
9165,C-44407,-2779.4758
9166,C-37421,105657.57
9167,C-44737,16012.998
9168,C-9554,10305.279
9169,C-7379,27965.193
9170,C-23085,23266.262
9171,C-17784,24988.498
9172,C-21719,10710.489
9173,C-45823,6101.577
9174,C-46961,105447.766
9175,C-13561,31247.389
9176,C-49206,1651.5167
9177,C-46393,66273.305
9178,C-46890,21861.78
9179,C-35116,41125.195
9180,C-31039,30205.295
9181,C-10804,44259.26
9182,C-33118,33400.797
9183,C-5416,40133.094
9184,C-1973,117718.055
9185,C-26663,43766.414
9186,C-21887,24191.992
9187,C-41514,3588.8674
9188,C-37928,998.9438
9189,C-18032,76516.79
9190,C-36840,36150.484
9191,C-24173,23958.43
9192,C-29531,79576.86
9193,C-43270,-677.8105
9194,C-4425,41710.727
9195,C-27687,3624.4473
9196,C-21457,50641.7
9197,C-23751,48610.035
9198,C-32723,144760.08
9199,C-14800,29560.293
9200,C-22587,10278.33
9201,C-25805,14482.791
9202,C-38545,14664.135
9203,C-21693,43086.812
9204,C-13386,-1154.8845
9205,C-15636,19835.918
9206,C-3329,86321.66
9207,C-30193,98380.45
9208,C-15396,117982.76
9209,C-23253,44723.82
9210,C-39837,117669.14
9211,C-16454,68820.8
9212,C-27817,12042.845
9213,C-37556,56875.934
9214,C-46057,58085.387
9215,C-48474,12239.313
9216,C-2090,10362.737
9217,C-11582,66467.19
9218,C-38493,81954.86
9219,C-30365,16263.46
9220,C-34851,11887.925
9221,C-17069,42649.836
9222,C-23747,3933.0154
9223,C-20190,25532.299
9224,C-30229,53249.28
9225,C-22930,34493.08
9226,C-9788,54274.04
9227,C-6503,29901.162
9228,C-45262,8602.123
9229,C-42125,17927.861
9230,C-34198,17567.777
9231,C-6404,94901.27
9232,C-46955,41180.23
9233,C-24171,30161.674
9234,C-2,14559.887
9235,C-30681,37009.0
9236,C-36864,118021.625
9237,C-45117,1967.9993
9238,C-9646,1289.1666
9239,C-45372,1901.1729
9240,C-25741,-1710.5938
9241,C-40728,80049.46
9242,C-2774,60046.28
9243,C-16603,97431.336
9244,C-43561,31466.557
9245,C-14945,43563.285
9246,C-43480,4638.333
9247,C-44292,-348.0143
9248,C-28380,90944.53
9249,C-8138,8546.301
9250,C-4178,2301.8
9251,C-16736,42548.383
9252,C-41963,-3503.6235
9253,C-31384,87068.47
9254,C-14667,11247.846
9255,C-38942,59419.656
9256,C-10714,47944.625
9257,C-20134,23550.824
9258,C-41726,4491.393
9259,C-24850,-4936.3535
9260,C-29288,61575.855
9261,C-1164,57339.465
9262,C-47672,13640.311
9263,C-37919,42031.98
9264,C-37597,58247.926
9265,C-38076,42970.02
9266,C-24477,-1763.2952
9267,C-23914,67149.15
9268,C-13301,39227.703
9269,C-18539,69375.33
9270,C-23044,8642.417
9271,C-21502,73023.38
9272,C-40449,-2397.0972
9273,C-28586,19433.602
9274,C-34718,143888.67
9275,C-41186,135458.2
9276,C-47296,2269.308
9277,C-20525,67436.75
9278,C-12347,16336.3955
9279,C-25324,22905.71
9280,C-9161,21217.613
9281,C-142,46846.477
9282,C-24807,-444.70847
9283,C-38145,55478.234
9284,C-36162,12382.826
9285,C-22871,14288.726
9286,C-23871,-1701.3076
9287,C-10886,164720.27
9288,C-24266,23603.057
9289,C-767,18233.352
9290,C-47811,1640.8978
9291,C-35686,118493.32
9292,C-38776,91538.47
9293,C-19205,106076.55
9294,C-11544,22306.367
9295,C-30961,46585.617
9296,C-27896,12250.896
9297,C-43973,21140.371
9298,C-19217,80495.85
9299,C-6700,-2173.7786
9300,C-24717,104432.43
9301,C-234,60147.613
9302,C-27257,80243.26
9303,C-15186,27033.174
9304,C-19423,34384.094
9305,C-34623,41144.9
9306,C-35508,42307.44
9307,C-32209,14469.974
9308,C-13543,38045.414
9309,C-49876,4487.857
9310,C-35561,55450.754
9311,C-4654,116965.67
9312,C-43417,1674.0287
9313,C-17946,79537.23
9314,C-24941,24571.082
9315,C-25018,1145.9535
9316,C-48632,2557.1375
9317,C-42012,983.141
9318,C-340,127774.38
9319,C-7306,1661.0157
9320,C-7686,58401.68
9321,C-7859,41999.574
9322,C-7909,104682.984
9323,C-8351,95241.83
9324,C-34669,38597.445
9325,C-11556,115917.32
9326,C-13389,44083.07
9327,C-36628,132073.81
9328,C-13333,-18492.76
9329,C-49643,50870.254
9330,C-28367,29487.912
9331,C-21252,44875.664
9332,C-33744,42859.855
9333,C-47128,26370.264
9334,C-38056,148656.67
9335,C-46932,1963.8385
9336,C-19919,3460.2664
9337,C-20342,187276.56
9338,C-20495,54015.703
9339,C-48255,5659.5244
9340,C-16199,7455.893
9341,C-38294,26783.172
9342,C-22310,55211.633
9343,C-28767,10292.7705
9344,C-6701,22074.09
9345,C-45110,38075.633
9346,C-314,39986.33
9347,C-13294,27285.389
9348,C-21535,24548.803
9349,C-8253,98450.96
9350,C-33158,-1063.5869
9351,C-25415,58416.777
9352,C-45958,136850.31
9353,C-41650,103320.62
9354,C-31177,42649.074
9355,C-23397,42548.383
9356,C-25316,107860.03
9357,C-49620,8266.14
9358,C-7322,-16047.651
9359,C-12612,2134.2986
9360,C-43390,29613.205
9361,C-48040,549.02625
9362,C-28288,179796.88
9363,C-4185,233678.34
9364,C-40164,156246.62
9365,C-48273,50473.938
9366,C-29580,15670.73
9367,C-3067,24424.69
9368,C-19236,14730.953
9369,C-48357,42333.36
9370,C-23266,19762.984
9371,C-42866,41227.992
9372,C-676,85209.41
9373,C-35834,51111.71
9374,C-24786,14656.154
9375,C-8283,14482.791
9376,C-19547,66920.375
9377,C-42908,115491.65
9378,C-24980,2367.8003
9379,C-44864,5085.1953
9380,C-27674,42679.4
9381,C-41126,856.69366
9382,C-29181,88605.555
9383,C-37609,52957.41
9384,C-49723,2530.247
9385,C-20105,53277.03
9386,C-12704,82567.016
9387,C-8961,64019.492
9388,C-7910,43363.133
9389,C-44942,141014.69
9390,C-6706,24432.521
9391,C-16896,98072.15
9392,C-49732,1975.1135
9393,C-7595,14697.188
9394,C-43888,1157.0397
9395,C-17945,118321.98
9396,C-35849,16121.505
9397,C-6745,30459.926
9398,C-15353,34191.438
9399,C-17401,19324.318
9400,C-12059,38010.945
9401,C-24289,15710.373
9402,C-34904,28133.44
9403,C-17468,162384.23
9404,C-13138,50705.926
9405,C-15230,33370.58
9406,C-49224,21392.738
9407,C-41150,23076.012
9408,C-6187,52374.504
9409,C-18733,5725.9727
9410,C-37017,53824.84
9411,C-27327,118063.266
9412,C-30429,2383.9048
9413,C-27748,24518.049
9414,C-13802,43704.527
9415,C-18475,25068.527
9416,C-45774,33800.996
9417,C-8072,58636.73
9418,C-35908,10362.067
9419,C-23109,37304.504
9420,C-26822,9296.144
9421,C-24707,105420.41
9422,C-20526,24189.725
9423,C-30424,51481.492
9424,C-49418,1513.9321
9425,C-26479,10298.612
9426,C-8387,70187.54
9427,C-6655,41103.0
9428,C-37042,76026.1
9429,C-279,15796.351
9430,C-31834,43355.523
9431,C-11843,76605.33
9432,C-16974,22178.56
9433,C-33171,41060.29
9434,C-32055,42845.82
9435,C-37019,17895.96
9436,C-33443,109807.33
9437,C-20162,27823.764
9438,C-28139,33736.695
9439,C-34162,-1335.6853
9440,C-31262,21406.74
9441,C-1638,59026.586
9442,C-24102,1846.1237
9443,C-17127,24478.809
9444,C-44900,19039.562
9445,C-20150,12287.757
9446,C-49986,4356.6855
9447,C-18561,93631.0
9448,C-21931,93053.43
9449,C-10454,81335.61
9450,C-2782,82011.93
9451,C-16404,118675.086
9452,C-34884,31548.934
9453,C-14495,46597.17
9454,C-27484,41050.332
9455,C-7349,145045.38
9456,C-41417,-1407.6343
9457,C-11043,132957.36
9458,C-8502,47351.035
9459,C-5180,20665.14
9460,C-31406,33793.938
9461,C-34649,966.1584
9462,C-40853,95774.1
9463,C-20794,-2252.198
9464,C-16072,54393.582
9465,C-14349,61390.727
9466,C-40156,31379.299
9467,C-4038,24610.373
9468,C-37995,43829.41
9469,C-13929,24708.398
9470,C-29045,25921.127
9471,C-42664,17537.555
9472,C-44027,2455.2686
9473,C-25864,42866.457
9474,C-38973,120758.836
9475,C-3245,1859.1311
9476,C-47958,114705.516
9477,C-40066,43474.227
9478,C-10888,53719.176
9479,C-16474,19068.64
9480,C-49410,3381.4995
9481,C-17402,2930.4268
9482,C-36328,-2503.1226
9483,C-40670,41169.76
9484,C-31272,11235.462
9485,C-6845,30687.203
9486,C-5943,33435.836
9487,C-15088,57494.83
9488,C-22899,623.357
9489,C-45980,100559.65
9490,C-41751,24381.32
9491,C-10843,-986.8807
9492,C-26299,12254.987
9493,C-47615,27974.389
9494,C-49981,13797.635
9495,C-10084,85504.4
9496,C-31452,10577.098
9497,C-31035,-1230.5983
9498,C-14133,2621.5657
9499,C-7290,22432.076
9500,C-34603,-1906.1947
9501,C-6808,38952.242
9502,C-35252,165066.47
9503,C-16224,23585.598
9504,C-2123,-316.8499
9505,C-20269,20142.734
9506,C-3363,72555.625
9507,C-18074,19331.479
9508,C-48195,3360.4033
9509,C-769,36218.848
9510,C-19321,22476.709
9511,C-44401,3416.059
9512,C-15922,15834.004
9513,C-3637,43163.625
9514,C-46072,24437.238
9515,C-29609,54240.188
9516,C-29405,26497.645
9517,C-46731,1938.5547
9518,C-25601,123164.664
9519,C-44012,4263.2505
9520,C-29369,45895.438
9521,C-25011,52341.77
9522,C-23207,55931.457
9523,C-4665,41567.527
9524,C-8285,2077.4805
9525,C-38097,43495.266
9526,C-1543,53582.98
9527,C-44795,-285.47208
9528,C-4112,79358.5
9529,C-40573,1108.0012
9530,C-41959,95848.484
9531,C-3176,48703.91
9532,C-41033,62496.547
9533,C-14605,-2363.0342
9534,C-37909,49188.77
9535,C-28392,45078.195
9536,C-35127,57391.73
9537,C-41441,7557.667
9538,C-49240,3880.782
9539,C-9254,25661.283
9540,C-33056,31358.219
9541,C-43487,83924.21
9542,C-31785,6170.8286
9543,C-11568,65320.51
9544,C-29018,75117.664
9545,C-39340,85542.97
9546,C-21831,57228.52
9547,C-13230,53520.44
9548,C-9835,113765.32
9549,C-10699,12624.441
9550,C-23007,50375.375
9551,C-2300,52900.375
9552,C-31891,59274.805
9553,C-4265,95310.336
9554,C-20562,115202.87
9555,C-4390,8780.394
9556,C-8428,11363.533
9557,C-2751,29793.281
9558,C-34744,129535.91
9559,C-45670,24456.438
9560,C-38245,109348.8
9561,C-41939,88408.44
9562,C-10157,17270.156
9563,C-38888,110045.83
9564,C-33270,20425.25
9565,C-5472,35496.88
9566,C-14616,211417.62
9567,C-19117,71817.414
9568,C-3437,125525.72
9569,C-15329,193.07605
9570,C-39235,30794.936
9571,C-24641,48742.54
9572,C-15036,64542.37
9573,C-14242,55852.902
9574,C-3728,93055.88
9575,C-1765,12987.433
9576,C-5902,116688.42
9577,C-24292,95745.695
9578,C-13776,72812.125
9579,C-36051,117101.4
9580,C-2842,47342.766
9581,C-12723,-1773.606
9582,C-30610,48036.06
9583,C-13165,1462.7893
9584,C-47253,743.49146
9585,C-11392,64078.117
9586,C-17208,124789.73
9587,C-8934,1104.3512
9588,C-48894,31660.22
9589,C-48350,-1332.0726
9590,C-1789,75686.92
9591,C-35400,101549.37
9592,C-11614,25163.49
9593,C-21786,42647.59
9594,C-40739,53927.508
9595,C-7029,71181.64
9596,C-16579,2865.1301
9597,C-41354,821.1452
9598,C-9342,120697.18
9599,C-23382,33150.46
9600,C-29485,55634.61
9601,C-15651,98219.61
9602,C-39917,106218.44
9603,C-7671,4003.0872
9604,C-39282,26028.72
9605,C-21149,72305.3
9606,C-1448,92055.95
9607,C-39303,-2418.6882
9608,C-11872,24977.191
9609,C-37779,19584.69
9610,C-20397,2719.665
9611,C-26516,103798.66
9612,C-29533,70731.89
9613,C-5251,51012.348
9614,C-25386,48967.312
9615,C-10254,62757.45
9616,C-37841,74616.05
9617,C-2018,22183.576
9618,C-31570,66695.49
9619,C-6772,109324.69
9620,C-1580,10589.505
9621,C-49057,13458.967
9622,C-5047,39559.445
9623,C-32868,27490.646
9624,C-36351,26008.28
9625,C-6689,56195.344
9626,C-18302,22510.086
9627,C-34550,96192.14
9628,C-14418,13701.4
9629,C-16447,14711.008
9630,C-36895,58692.34
9631,C-31133,40255.035
9632,C-46500,-11445.325
9633,C-14708,39813.043
9634,C-13161,78464.37
9635,C-25885,53860.62
9636,C-39364,20966.217
9637,C-12420,18817.86
9638,C-32549,48203.47
9639,C-45704,28283.373
9640,C-2891,24831.156
9641,C-47673,23767.174
9642,C-46341,-6358.918
9643,C-30949,98603.61
9644,C-27623,11412.557
9645,C-10958,231572.94
9646,C-42024,29562.13
9647,C-21104,127861.25
9648,C-38909,43151.64
9649,C-8514,17295.34
9650,C-10203,15407.877
9651,C-46525,30690.354
9652,C-12190,175851.55
9653,C-26683,29486.973
9654,C-15257,20111.441
9655,C-26435,54042.516
9656,C-11065,26705.998
9657,C-31630,35213.555
9658,C-18907,134254.84
9659,C-47372,-1170.7451
9660,C-26836,13897.765
9661,C-12677,84514.13
9662,C-38971,56020.914
9663,C-1616,10589.624
9664,C-21112,33981.938
9665,C-37592,46045.89
9666,C-46546,4680.3
9667,C-30863,47451.074
9668,C-10001,52371.434
9669,C-12619,29252.447
9670,C-7921,43636.215
9671,C-21357,-2173.681
9672,C-9054,-1812.9122
9673,C-19124,48878.934
9674,C-7316,45249.61
9675,C-6049,25948.69
9676,C-49882,1743.7751
9677,C-33154,95663.56
9678,C-44743,-2317.786
9679,C-1066,66184.336
9680,C-47532,4012.8516
9681,C-3512,72108.32
9682,C-19255,46476.824
9683,C-10924,46509.266
9684,C-1762,66205.53
9685,C-30312,42954.76
9686,C-16059,32385.215
9687,C-3136,-2365.6987
9688,C-43703,-455.15417
9689,C-38855,13797.635
9690,C-5503,68983.055
9691,C-14067,42782.625
9692,C-36975,79779.98
9693,C-463,4125.0776
9694,C-10586,128805.836
9695,C-30419,32608.389
9696,C-31374,34290.766
9697,C-15714,99474.26
9698,C-35189,79991.3
9699,C-5954,137560.36
9700,C-44721,78548.77
9701,C-12821,38612.8
9702,C-20369,123879.05
9703,C-17183,56496.69
9704,C-48631,-13952.557
9705,C-12319,31414.43
9706,C-29652,25955.787
9707,C-10569,13675.495
9708,C-42555,48371.5
9709,C-49936,76905.766
9710,C-34746,117933.164
9711,C-2768,23106.234
9712,C-2106,-125.29077
9713,C-45701,61975.742
9714,C-32656,48544.17
9715,C-44920,2344.225
9716,C-17853,12234.014
9717,C-48536,20254.686
9718,C-5939,-635.45917
9719,C-6762,73086.69
9720,C-18773,47364.555
9721,C-21196,50546.9
9722,C-312,14813.92
9723,C-40534,27243.166
9724,C-13039,51637.234
9725,C-27855,22449.604
9726,C-6584,4557.5483
9727,C-43990,92464.96
9728,C-34226,14440.079
9729,C-12681,21421.844
9730,C-49427,4070.658
9731,C-39201,24126.164
9732,C-44712,30650.645
9733,C-47721,4691.3965
9734,C-27587,-15123.632
9735,C-16103,91833.01
9736,C-12506,20859.205
9737,C-13462,47579.8
9738,C-44408,169080.08
9739,C-37866,129283.336
9740,C-18163,22710.834
9741,C-2320,24424.69
9742,C-12294,34959.906
9743,C-46728,91894.91
9744,C-22855,108399.07
9745,C-7662,85467.32
9746,C-15113,18213.691
9747,C-20519,19307.748
9748,C-27670,60042.96
9749,C-39069,12232.902
9750,C-42194,-2499.508
9751,C-4931,53978.95
9752,C-34262,9316.877
9753,C-36278,-2364.017
9754,C-9745,1614.5316
9755,C-32965,137616.6
9756,C-11169,111163.18
9757,C-30108,41969.355
9758,C-36971,207.44937
9759,C-27076,15195.087
9760,C-10506,23786.936
9761,C-41071,50281.777
9762,C-12346,186849.94
9763,C-6146,47107.547
9764,C-40504,44780.758
9765,C-24748,29251.705
9766,C-30042,23213.527
9767,C-31074,33676.574
9768,C-29886,23478.686
9769,C-6487,56180.625
9770,C-28352,12558.61
9771,C-49267,30705.443
9772,C-42058,13852.754
9773,C-15928,211760.12
9774,C-13500,108539.74
9775,C-48084,1579.9905
9776,C-10346,24383.504
9777,C-34627,8757.867
9778,C-15672,57089.414
9779,C-7707,103695.51
9780,C-6903,13693.3
9781,C-10817,44842.062
9782,C-18206,5421.064
9783,C-6089,59907.945
9784,C-33310,55508.453
9785,C-5506,33579.473
9786,C-10962,42719.395
9787,C-35038,28997.885
9788,C-10855,71766.516
9789,C-38824,11123.906
9790,C-44423,1802.8018
9791,C-49903,18066.914
9792,C-49878,1489.2393
9793,C-5512,3217.921
9794,C-46581,4776.654
9795,C-11,76731.95
9796,C-44459,-299.08838
9797,C-29870,195516.69
9798,C-35195,45078.195
9799,C-27400,18962.89
9800,C-8788,76760.945
9801,C-44237,17524.836
9802,C-388,36827.727
9803,C-49271,52035.582
9804,C-20656,137157.38
9805,C-49203,22362.35
9806,C-43472,21369.445
9807,C-10063,10224.351
9808,C-4808,52805.953
9809,C-25609,853.10345
9810,C-12211,36900.656
9811,C-15760,28438.826
9812,C-27919,83879.1
9813,C-19092,2470.5566
9814,C-32740,19833.97
9815,C-5640,13768.269
9816,C-7009,71074.19
9817,C-13874,15327.156
9818,C-31759,1670.196
9819,C-43897,1704.7512
9820,C-37295,43504.773
9821,C-8344,109046.49
9822,C-31364,12313.982
9823,C-25634,109135.98
9824,C-32030,23171.615
9825,C-31094,1769.9142
9826,C-3165,28474.352
9827,C-11198,29107.18
9828,C-20906,143672.89
9829,C-21399,-50.3034
9830,C-41066,31206.986
9831,C-47509,-1408.3992
9832,C-49794,75501.45
9833,C-37619,108584.99
9834,C-5317,19527.465
9835,C-39929,54910.273
9836,C-11037,24281.408
9837,C-36837,54670.477
9838,C-35114,50059.13
9839,C-7749,48563.18
9840,C-4900,3402.2551
9841,C-16436,14440.079
9842,C-17520,18304.219
9843,C-15876,94910.01
9844,C-44869,5393.4546
9845,C-1886,-1585.3164
9846,C-34919,75852.87
9847,C-22592,58795.043
9848,C-5167,59203.87
9849,C-41653,-958.24615
9850,C-3564,60204.934
9851,C-12476,77239.59
9852,C-4564,11781.328
9853,C-29515,111624.6
9854,C-17891,43100.797
9855,C-41639,112869.836
9856,C-14274,-11826.327
9857,C-6369,41473.234
9858,C-310,-2221.9758
9859,C-42794,31701.459
9860,C-3674,182560.52
9861,C-44997,24946.145
9862,C-35391,9774.101
9863,C-35624,-7081.35
9864,C-39399,63681.867
9865,C-37448,5168.559
9866,C-23190,122632.414
9867,C-24594,38972.977
9868,C-23428,-1200.9729
9869,C-711,95390.82
9870,C-6538,10322.91
9871,C-9829,118901.484
9872,C-21715,21156.838
9873,C-25081,25576.74
9874,C-10545,39891.363
9875,C-35999,27091.727
9876,C-16986,47690.516
9877,C-45044,3740.4412
9878,C-27408,189867.62
9879,C-49295,3114.2256
9880,C-8222,10701.496
9881,C-19152,13052.605
9882,C-10325,9587.077
9883,C-5827,159397.08
9884,C-37846,12227.597
9885,C-31150,91177.78
9886,C-44559,58513.69
9887,C-34072,-6384.299
9888,C-13609,181975.06
9889,C-35968,3708.143
9890,C-31169,26637.45
9891,C-25675,20648.162
9892,C-42152,743.49146
9893,C-34315,8402.155
9894,C-21826,21705.238
9895,C-27909,62293.375
9896,C-16553,95085.445
9897,C-36793,69246.16
9898,C-11420,51476.926
9899,C-32619,41593.242
9900,C-26075,71155.08
9901,C-5751,3955.5295
9902,C-49948,2924.4333
9903,C-17840,65621.51
9904,C-19572,74277.33
9905,C-8673,42947.383
9906,C-6748,24527.846
9907,C-8498,134680.45
9908,C-37561,24823.281
9909,C-40865,144913.17
9910,C-8793,160055.42
9911,C-36440,88658.78
9912,C-45820,1213.7716
9913,C-2260,53842.28
9914,C-43327,-4367.7876
9915,C-2136,39782.934
9916,C-14871,1498.5298
9917,C-38520,10490.249
9918,C-48777,-2448.746
9919,C-9299,1746.8
9920,C-43783,10305.937
9921,C-47169,3459.8367
9922,C-5788,69579.04
9923,C-33151,57593.32
9924,C-31416,51002.89
9925,C-18474,6939.01
9926,C-19763,4775.8584
9927,C-39406,-3160.105
9928,C-14659,1803.4315
9929,C-36607,30766.287
9930,C-1691,66505.93
9931,C-12829,18159.416
9932,C-17216,1713.5216
9933,C-3247,84713.88
9934,C-20899,14513.014
9935,C-35747,67964.13
9936,C-42177,50878.145
9937,C-13716,45047.977
9938,C-8241,158969.12
9939,C-31029,11491.343
9940,C-29809,54045.9
9941,C-19495,101100.95
9942,C-15476,38184.656
9943,C-34577,2035.7051
9944,C-13425,57597.582
9945,C-38163,104635.44
9946,C-19692,48849.53
9947,C-32971,1748.7252
9948,C-25161,38930.266
9949,C-9705,34857.96
9950,C-39361,19952.838
9951,C-8838,25830.494
9952,C-32707,60537.855
9953,C-13257,41688.44
9954,C-5802,-1568.7821
9955,C-5491,24721.637
9956,C-19990,177488.27
9957,C-28408,1892.7112
9958,C-2135,47346.836
9959,C-46037,-571.81866
9960,C-4593,119836.56
9961,C-6152,31960.445
9962,C-45829,4195.513
9963,C-16074,-2394.2896
9964,C-40435,27285.389
9965,C-17861,34673.47
9966,C-17016,69602.25
9967,C-27087,135898.2
9968,C-11539,47549.266
9969,C-9473,39926.273
9970,C-42034,5430.863
9971,C-6227,109759.37
9972,C-18321,76389.58
9973,C-28745,143073.67
9974,C-43648,-28.588413
9975,C-2310,47897.754
9976,C-37195,23130.133
9977,C-39688,34107.24
9978,C-4065,95448.12
9979,C-34320,40519.387
9980,C-2641,76302.78
9981,C-18398,57247.77
9982,C-36854,55452.316
9983,C-4873,90679.65
9984,C-39608,64642.61
9985,C-37128,59741.586
9986,C-44261,21172.713
9987,C-14389,70194.63
9988,C-3981,132353.8
9989,C-5297,34571.184
9990,C-5891,9705.051
9991,C-4589,42505.67
9992,C-30023,-267.89706
9993,C-42931,11852.387
9994,C-30778,32354.531
9995,C-49858,57740.86
9996,C-19849,25361.717
9997,C-46899,55038.69
9998,C-28256,64526.156
9999,C-43070,146966.78
10000,C-18165,27202.021
10001,C-36059,8844.972
10002,C-13242,61637.582
10003,C-32985,68165.26
10004,C-41133,23705.836
10005,C-9273,58410.832
10006,C-12784,67826.64
10007,C-43992,66923.37
10008,C-33452,43058.086
10009,C-6342,14470.077
10010,C-8264,52337.027
10011,C-49567,82392.75
10012,C-31582,12095.382
10013,C-15405,19138.166
10014,C-29962,11634.581
10015,C-28945,96187.945
10016,C-8166,92508.6
10017,C-29734,86748.055
10018,C-7380,58706.176
10019,C-14441,83360.64
10020,C-33326,31844.74
10021,C-17873,131465.34
10022,C-15158,194355.25
10023,C-3537,22354.82
10024,C-29655,14361.66
10025,C-17851,45359.53
10026,C-49946,70779.31
10027,C-2065,132708.42
10028,C-14217,51032.258
10029,C-668,31911.059
10030,C-25303,72887.805
10031,C-4066,38260.426
10032,C-29251,102974.734
10033,C-47785,136.73637
10034,C-45982,70878.6
10035,C-18096,93494.86
10036,C-45744,6710.605
10037,C-44442,24180.969
10038,C-44855,73116.66
10039,C-47753,31975.494
10040,C-24468,51230.105
10041,C-47636,73763.73
10042,C-6449,123992.625
10043,C-28578,49537.973
10044,C-18436,51546.664
10045,C-34442,174819.22
10046,C-6443,98442.7
10047,C-3930,13725.695
10048,C-9060,20506.635
10049,C-6825,84946.336
10050,C-9346,58726.867
10051,C-39089,71983.4
10052,C-34510,12151.83
10053,C-39311,47071.168
10054,C-14654,21587.748
10055,C-49022,94915.17
10056,C-14490,12142.258
10057,C-11699,1174.2458
10058,C-12145,64391.87
10059,C-49736,1477.7323
10060,C-26938,10114.034
10061,C-34098,43110.28
10062,C-27853,83997.15
10063,C-869,59361.426
10064,C-14664,1687.6064
10065,C-39726,17134.271
10066,C-43294,33771.164
10067,C-8675,-4740.5063
10068,C-30787,42135.13
10069,C-19402,51578.773
10070,C-35250,14819.649
10071,C-1520,46530.98
10072,C-43630,65406.547
10073,C-11714,27304.457
10074,C-17964,98715.58
10075,C-1547,47127.35
10076,C-12436,142124.86
10077,C-16716,29957.662
10078,C-8920,57575.418
10079,C-42026,732.3169
10080,C-10964,108468.71
10081,C-4677,70228.93
10082,C-19648,81265.52
10083,C-37730,70980.05
10084,C-2977,34281.047
10085,C-21053,115877.74
10086,C-14799,821.9108
10087,C-9972,12441.75
10088,C-1246,73978.38
10089,C-15106,37770.37
10090,C-38275,15733.879
10091,C-13218,42903.242
10092,C-427,71457.42
10093,C-5863,34276.332
10094,C-5853,82330.75
10095,C-24461,53943.684
10096,C-25940,154132.64
10097,C-32235,161679.05
10098,C-5200,23906.111
10099,C-15060,84728.55
10100,C-3041,17326.61
10101,C-6590,95307.03
10102,C-7341,146936.83
10103,C-42269,95990.67
10104,C-28464,46623.727
10105,C-40140,109775.11
10106,C-9710,75813.66
10107,C-49927,2150.4148
10108,C-9900,55732.96
10109,C-31282,23943.21
10110,C-5656,-1908.7719
10111,C-15522,135499.66
10112,C-27898,105874.414
10113,C-43642,5576.387
10114,C-2402,76551.12
10115,C-6976,42167.973
10116,C-7235,74890.73
10117,C-45209,42677.81
10118,C-43584,38118.344
10119,C-823,96155.11
